id,date_id,title,rel_url,date
40,39,Antitrust Division Issues 2018 Annual Newsletter,/opa/pr/antitrust-division-issues-2018-annual-newsletter,2018-04-11T00:00:00-04:00
41,40,Pennsylvania Nurse Anesthetist Indicted for Tax Evasion,/opa/pr/pennsylvania-nurse-anesthetist-indicted-tax-evasion,2018-04-11T00:00:00-04:00
42,41,Justice Department Files Sexual Harassment Lawsuit Against Owners and Managers of New York Rental Properties,/opa/pr/justice-department-files-sexual-harassment-lawsuit-against-owners-and-managers-new-york,2018-04-11T00:00:00-04:00
43,42,Cypriot National Pleads Guilty to Money Laundering,/opa/pr/cypriot-national-pleads-guilty-money-laundering,2018-04-10T00:00:00-04:00
44,43,Two Associates of La Cosa Nostra Sentenced to Prison For Extortion-Related Charges,/opa/pr/two-associates-la-cosa-nostra-sentenced-prison-extortion-related-charges,2018-04-10T00:00:00-04:00
45,44,Three Individuals Indicted for Bribing Naval Employee to Allow Them to Make Unauthorized Liquor Purchases ,/opa/pr/three-individuals-indicted-bribing-naval-employee-allow-them-make-unauthorized-liquor,2018-04-10T00:00:00-04:00
46,45,Southern California Federal Court Shuts Down Tax Return Preparer,/opa/pr/southern-california-federal-court-shuts-down-tax-return-preparer,2018-04-10T00:00:00-04:00
47,46,Mississippi Real Estate Investors Plead Guilty to Conspiring to Rig Bids at Public Foreclosure Auctions,/opa/pr/mississippi-real-estate-investors-plead-guilty-conspiring-rig-bids-public-foreclosure,2018-04-10T00:00:00-04:00
48,47,Acting Assistant Attorney General John P. Cronan Delivers Remarks at the 35th International Drug Enforcement Conference,/opa/pr/acting-assistant-attorney-general-john-p-cronan-delivers-remarks-international-drug,2018-04-10T00:00:00-04:00
49,48,Tax Crime Does Not Pay,/opa/pr/tax-crime-does-not-pay,2018-04-10T00:00:00-04:00
50,49,Two Tennessee Health Care Executives Charged for Role in $4.6 Million Medicare Kickback Scheme,/opa/pr/two-tennessee-health-care-executives-charged-role-46-million-medicare-kickback-scheme,2018-04-09T00:00:00-04:00
51,0,"Justice Department Leads Effort to Seize Backpage.Com, the Internets Leading Forum for Prostitution Ads, and Obtains 93-Count Federal Indictment",/opa/pr/justice-department-leads-effort-seize-backpagecom-internet-s-leading-forum-prostitution-ads,2018-04-09T00:00:00-04:00
52,1,Tennessee Man Indicted for Hate Crime and Lying to the FBI,/opa/pr/tennessee-man-indicted-hate-crime-and-lying-fbi,2018-04-09T00:00:00-04:00
53,2,Massachusetts Man Charged with 24 Additional Offenses Associated with Cyberstalking Former Housemate,/opa/pr/massachusetts-man-charged-24-additional-offenses-associated-cyberstalking-former-housemate,2018-04-09T00:00:00-04:00
54,3,Virginia Man Pleads Guilty to Producing Child Pornography Depicting Victims in the Philippines,/opa/pr/virginia-man-pleads-guilty-producing-child-pornography-depicting-victims-philippines,2018-04-09T00:00:00-04:00
55,4, One Member of Gangster Disciples Pleads Guilty to Rico Conspiracy,/opa/pr/one-member-gangster-disciples-pleads-guilty-rico-conspiracy,2018-04-06T00:00:00-04:00
56,5,Transportation Operator Sentenced to 14 Months for Defrauding the State Department,/opa/pr/transportation-operator-sentenced-14-months-defrauding-state-department,2018-04-06T00:00:00-04:00
57,6,Kansas Man Pleads Guilty to Charges Related to the Sexual Exploitation of Children in Southeast Asia ,/opa/pr/kansas-man-pleads-guilty-charges-related-sexual-exploitation-children-southeast-asia,2018-04-06T00:00:00-04:00
58,7,Attorney General Sessions Names David Muhlhausen Executive Director of Federal Interagency Council on Crime Prevention and Improving Reentry,/opa/pr/attorney-general-sessions-names-david-muhlhausen-executive-director-federal-interagency,2018-04-06T00:00:00-04:00
59,8,Former Police Officer Indicted for  Deprivation of Civil Rights and Falsification of Records ,/opa/pr/former-police-officer-indicted-deprivation-civil-rights-and-falsification-records,2018-04-06T00:00:00-04:00
60,9,Department of Justice and Health and Human Services Return $2.6 Billion in Taxpayer Savings From Efforts to Fight Healthcare Fraud,/opa/pr/department-justice-and-health-and-human-services-return-26-billion-taxpayer-savings-efforts,2018-04-06T00:00:00-04:00
61,10,Attorney General Announces Zero-Tolerance Policy for Criminal Illegal Entry,/opa/pr/attorney-general-announces-zero-tolerance-policy-criminal-illegal-entry,2018-04-06T00:00:00-04:00
62,11,Justice Department Continues Enforcement Actions Across the Country to Stop and Punish Dishonest Tax Return Preparers ,/opa/pr/justice-department-continues-enforcement-actions-across-country-stop-and-punish-dishonest-tax,2018-04-06T00:00:00-04:00
63,12,Former Vessel Captain Convicted of Discharging Oily Waste Into the Ocean,/opa/pr/former-vessel-captain-convicted-discharging-oily-waste-ocean,2018-04-05T00:00:00-04:00
64,13,Three Gang Members Agree to Plead Guilty to Federal Hate Crime Charges Related to Firebombing of African-American Residences,/opa/pr/three-gang-members-agree-plead-guilty-federal-hate-crime-charges-related-firebombing-african,2018-04-05T00:00:00-04:00
65,14,Alabama Woman Indicted for Filing False Tax Returns and Stealing From Her Employer ,/opa/pr/alabama-woman-indicted-filing-false-tax-returns-and-stealing-her-employer,2018-04-05T00:00:00-04:00
66,15,South Florida Doctor Indicted for Tax Evasion and Disability Fraud,/opa/pr/south-florida-doctor-indicted-tax-evasion-and-disability-fraud,2018-04-05T00:00:00-04:00
67,16,Former Arkansas Juvenile Detention Officer Pleads Guilty to Assaulting Juvenile Detainee,/opa/pr/former-arkansas-juvenile-detention-officer-pleads-guilty-assaulting-juvenile-detainee,2018-04-04T00:00:00-04:00
68,17,New Orleans-Area Woman Pleads Guilty to Scheme to Possess Oxycodone by Fraud and to Possess With Intent to Distribute Oxycodone on the Black Market,/opa/pr/new-orleans-area-woman-pleads-guilty-scheme-possess-oxycodone-fraud-and-possess-intent,2018-04-04T00:00:00-04:00
69,18,Chinese Scientist Sentenced to Prison in Theft of Engineered Rice,/opa/pr/chinese-scientist-sentenced-prison-theft-engineered-rice,2018-04-04T00:00:00-04:00
70,19,Statement by Attorney General Sessions on National Guard Deployment,/opa/pr/statement-attorney-general-sessions-national-guard-deployment,2018-04-04T00:00:00-04:00
71,20,"The United States and Missouri Reach Agreement With Doe Run Resources Corporation on Cleanup of More Than 4,000 Lead-Contaminated Residential Yards in Missouri",/opa/pr/united-states-and-missouri-reach-agreement-doe-run-resources-corporation-cleanup-more-4000,2018-04-04T00:00:00-04:00
72,21,Justice Department Seeks to Denaturalize Two Foreign-Convicted War Criminals Who Fraudulently Obtained Refugee Status and Naturalized into U.S. Citizenship ,/opa/pr/justice-department-seeks-denaturalize-two-foreign-convicted-war-criminals-who-fraudulently,2018-04-04T00:00:00-04:00
73,22,Deputy Attorney General Rod Rosenstein Announces Edward OCallaghan as Acting Principal Associate Deputy Attorney General,/opa/pr/deputy-attorney-general-rod-rosenstein-announces-edward-o-callaghan-acting-principal,2018-04-03T00:00:00-04:00
74,23,Chinese Citizen Pleads Guilty to Mail Fraud and Smuggling Related to Dietary Supplement Scheme,/opa/pr/chinese-citizen-pleads-guilty-mail-fraud-and-smuggling-related-dietary-supplement-scheme,2018-04-03T00:00:00-04:00
75,24,Owner of Michigan Payroll Companies Pleads Guilty to Employment Tax Fraud,/opa/pr/owner-michigan-payroll-companies-pleads-guilty-employment-tax-fraud,2018-04-03T00:00:00-04:00
76,25,Justice Department Sues to Stop Attorney From Promoting Nationwide Charitable Giving Tax Scheme,/opa/pr/justice-department-sues-stop-attorney-promoting-nationwide-charitable-giving-tax-scheme,2018-04-03T00:00:00-04:00
77,26,Justice Department Files Lawsuit to Shut Down Tax Preparation Businesses in St. Petersburg Area Florida,/opa/pr/justice-department-files-lawsuit-shut-down-tax-preparation-businesses-st-petersburg-area,2018-04-03T00:00:00-04:00
78,27,Attorney General Jeff Sessions Announces Results of J-Codes First Law Enforcement Operation Targeting Opioid Trafficking on the Darknet ,/opa/pr/attorney-general-jeff-sessions-announces-results-j-code-s-first-law-enforcement-operation,2018-04-03T00:00:00-04:00
79,28,Justice Department Requires Knorr and Wabtec to Terminate Unlawful Agreements Not to Compete for Employees,/opa/pr/justice-department-requires-knorr-and-wabtec-terminate-unlawful-agreements-not-compete,2018-04-03T00:00:00-04:00
80,29,Former Alabama Kindergarten Teacher Sentenced to Prison for Producing Child Pornography ,/opa/pr/former-alabama-kindergarten-teacher-sentenced-prison-producing-child-pornography,2018-04-02T00:00:00-04:00
81,30,Department of Justice Files Motion in Multi-District Opioid Case,/opa/pr/department-justice-files-motion-multi-district-opioid-case,2018-04-02T00:00:00-04:00
82,31,Statement by Attorney General Sessions on Todays New Lawsuit Against the State of California,/opa/pr/statement-attorney-general-sessions-today-s-new-lawsuit-against-state-california,2018-04-02T00:00:00-04:00
83,32,Military Employee Charged with Child Pornography Offenses,/opa/pr/military-employee-charged-child-pornography-offenses,2018-04-02T00:00:00-04:00
84,33,"U. S. Steel Corporation Agrees to Improve Environmental Compliance at Indiana Facility, Pay Civil Penalty, and Reimburse U.S. for Response Costs and Damages for Toxic Chromium Spill",/opa/pr/u-s-steel-corporation-agrees-improve-environmental-compliance-indiana-facility-pay-civil,2018-04-02T00:00:00-04:00
85,34,Justice Department Files Lawsuit to Invalidate New California Law Restricting Federal Land Sales,/opa/pr/justice-department-files-lawsuit-invalidate-new-california-law-restricting-federal-land-sales,2018-04-02T00:00:00-04:00
86,35,DEA Surge in Drug Diversion Investigations Leads to 28 Arrests and 147 Revoked Registrations ,/opa/pr/dea-surge-drug-diversion-investigations-leads-28-arrests-and-147-revoked-registrations,2018-04-02T00:00:00-04:00
87,36,District Court Enters Permanent Injunction Against New York Food Manufacturer Linked to Listeriosis Outbreak,/opa/pr/district-court-enters-permanent-injunction-against-new-york-food-manufacturer-linked,2018-04-02T00:00:00-04:00
88,37,Maryland Man Sentenced to 20 Years in Prison for Providing Material Support to ISIS and Terrorism Financing,/opa/pr/maryland-man-sentenced-20-years-prison-providing-material-support-isis-and-terrorism,2018-03-30T00:00:00-04:00
89,38,Pharmacy Owner and Pharmacist Sentenced to 160 Months in Prison for $4.3 Million Pain and Scar Cream Kickback Scheme Against Military Insurance Program,/opa/pr/pharmacy-owner-and-pharmacist-sentenced-160-months-prison-43-million-pain-and-scar-cream,2018-03-30T00:00:00-04:00
90,39,Accomplice to Fugitive Lawyer Pleads Guilty to Conspiracy to Escape ,/opa/pr/accomplice-fugitive-lawyer-pleads-guilty-conspiracy-escape,2018-03-30T00:00:00-04:00
91,40,California Man Pleads Guilty to Trafficking in Counterfeit Sports Apparel,/opa/pr/california-man-pleads-guilty-trafficking-counterfeit-sports-apparel,2018-03-30T00:00:00-04:00
92,41,Federal Agents Seize 63 Dogs From Suspected Dog Fighting Ring,/opa/pr/federal-agents-seize-63-dogs-suspected-dog-fighting-ring,2018-03-30T00:00:00-04:00
93,42,Houston Physician and Pain Management Clinic Owner Convicted of Running Pill Mill That Provided Unlawful Prescriptions for Millions of Doses of Opioids and Other Controlled Substances  ,/opa/pr/houston-physician-and-pain-management-clinic-owner-convicted-running-pill-mill-provided,2018-03-29T00:00:00-04:00
94,43,"Six MS-13 Members Born in El Salvador Indicted in Maryland on Charges Ranging From Racketeering Conspiracy, Murder, and Attempted Murder",/opa/pr/six-ms-13-members-born-el-salvador-indicted-maryland-charges-ranging-racketeering-conspiracy,2018-03-29T00:00:00-04:00
95,44,Two Former Airline Industry Executives Convicted of Orchestrating Multimillion Dollar Scheme to Steal Passenger Money from Escrow,/opa/pr/two-former-airline-industry-executives-convicted-orchestrating-multimillion-dollar-scheme,2018-03-29T00:00:00-04:00
96,45,Michigan Home Health Agency Assistant Director of Nursing Sentenced to Three Years in Prison for Role in $1.6 Million Health Care Fraud Scheme,/opa/pr/michigan-home-health-agency-assistant-director-nursing-sentenced-three-years-prison-role-16,2018-03-29T00:00:00-04:00
97,46,Justice Department Reaches Agreement with the South Carolina Department of Corrections to Provide Effective Communication to Inmates with Hearing Disabilities,/opa/pr/justice-department-reaches-agreement-south-carolina-department-corrections-provide-effective,2018-03-29T00:00:00-04:00
98,47,Radiation Therapy Company Agrees to Pay Up to $11.5 Million to Settle Allegations of False Claims and Kickbacks ,/opa/pr/radiation-therapy-company-agrees-pay-115-million-settle-allegations-false-claims-and,2018-03-29T00:00:00-04:00
99,48,District Court Orders Long Island Company to Stop Distributing Adulterated and Misbranded Dietary Supplements,/opa/pr/district-court-orders-long-island-company-stop-distributing-adulterated-and-misbranded,2018-03-29T00:00:00-04:00
100,49,Barclays Agrees to Pay $2 Billion in Civil Penalties to Resolve Claims for Fraud in the Sale of Residential Mortgage-Backed Securities,/opa/pr/barclays-agrees-pay-2-billion-civil-penalties-resolve-claims-fraud-sale-residential-mortgage,2018-03-29T00:00:00-04:00
101,0,Man Who Concealed Service in Military Unit Involved in Srebrenica Massacre Sentenced for Immigration Fraud,/opa/pr/man-who-concealed-service-military-unit-involved-srebrenica-massacre-sentenced-immigration,2018-03-28T00:00:00-04:00
102,1,New Orleans Woman Sentenced to Prison for Role in $3.2 Million Health Care Fraud and Kickback Scheme,/opa/pr/new-orleans-woman-sentenced-prison-role-32-million-health-care-fraud-and-kickback-scheme,2018-03-28T00:00:00-04:00
103,2,Ambulance Company to Pay $9 Million to Settle False Claims Act Allegations,/opa/pr/ambulance-company-pay-9-million-settle-false-claims-act-allegations,2018-03-28T00:00:00-04:00
104,3,"Justice Department Sues Subprime Auto Lender in Orange County, California, for Illegally Repossessing Servicemembers Cars",/opa/pr/justice-department-sues-subprime-auto-lender-orange-county-california-illegally-repossessing,2018-03-28T00:00:00-04:00
105,4,Missouri Man Pleads Guilty to Hate Crimes for Making Threats Against Augusta Mosque ,/opa/pr/missouri-man-pleads-guilty-hate-crimes-making-threats-against-augusta-mosque,2018-03-28T00:00:00-04:00
106,5,District Court Orders Florida Company to Stop Distributing Adulterated and Misbranded Drugs,/opa/pr/district-court-orders-florida-company-stop-distributing-adulterated-and-misbranded-drugs,2018-03-28T00:00:00-04:00
107,6,"Justice Department Sues to Shut Down LaGrange, Georgia Tax Return Preparer",/opa/pr/justice-department-sues-shut-down-lagrange-georgia-tax-return-preparer,2018-03-27T00:00:00-04:00
108,7,Justice Department Files Lawsuit to Shut Down St. Louis Tax Preparation Business ,/opa/pr/justice-department-files-lawsuit-shut-down-st-louis-tax-preparation-business,2018-03-27T00:00:00-04:00
109,8,Maryland Woman Sentenced to Prison for Her Role in Stolen Identity and Tax Refund Fraud Scheme,/opa/pr/maryland-woman-sentenced-prison-her-role-stolen-identity-and-tax-refund-fraud-scheme,2018-03-27T00:00:00-04:00
110,9,Rhode Island Man Charged in Tax Scheme for Allegedly Thwarting IRS Efforts to Collect Taxes on Hundreds of Thousands of Dollars,/opa/pr/rhode-island-man-charged-tax-scheme-allegedly-thwarting-irs-efforts-collect-taxes-hundreds,2018-03-27T00:00:00-04:00
111,10,Justice Department and West Palm Beach Announce Settlement Related to the Citys Resolution and the Departments Immigration Cooperation Grant Conditions,/opa/pr/justice-department-and-west-palm-beach-announce-settlement-related-city-s-resolution-and,2018-03-27T00:00:00-04:00
112,11,XTO Energy Inc. to Make System Upgrades and Undertake Projects to Reduce Air Pollution on the Fort Berthold Indian Reservation in North Dakota,/opa/pr/xto-energy-inc-make-system-upgrades-and-undertake-projects-reduce-air-pollution-fort-berthold,2018-03-26T00:00:00-04:00
113,12,Former Federal Prison Lieutenant Sentenced for Using Excessive Force and Obstructing Investigation,/opa/pr/former-federal-prison-lieutenant-sentenced-using-excessive-force-and-obstructing,2018-03-26T00:00:00-04:00
114,13,District Court Enters Permanent Injunction and Civil Penalty Against Utah-Based Telemarketers,/opa/pr/district-court-enters-permanent-injunction-and-civil-penalty-against-utah-based-telemarketers,2018-03-26T00:00:00-04:00
115,14,Former CEO and VP of Finance for a Virginia-Based Software Company Plead Guilty to Employment Tax Fraud,/opa/pr/former-ceo-and-vp-finance-virginia-based-software-company-plead-guilty-employment-tax-fraud,2018-03-23T00:00:00-04:00
116,15,Chief of Staff for Former Federal Congressman Convicted for Obstructing Congressional Investigation,/opa/pr/chief-staff-former-federal-congressman-convicted-obstructing-congressional-investigation,2018-03-23T00:00:00-04:00
117,16,Wyoming Military Department Found Liable for Subjecting Employee to Sexual Harassment ,/opa/pr/wyoming-military-department-found-liable-subjecting-employee-sexual-harassment,2018-03-23T00:00:00-04:00
118,17,Attorney General Sessions Announces Regulation Effectively Banning Bump Stocks,/opa/pr/attorney-general-sessions-announces-regulation-effectively-banning-bump-stocks,2018-03-23T00:00:00-04:00
119,18,Former CEO of Israeli Sales and Marketing Company Charged for Role in Fraudulent Binary Options Scheme,/opa/pr/former-ceo-israeli-sales-and-marketing-company-charged-role-fraudulent-binary-options-scheme,2018-03-23T00:00:00-04:00
120,19,California Man Sentenced to 27 Months in Prison for the Sale of Black Rhinoceros Horns,/opa/pr/california-man-sentenced-27-months-prison-sale-black-rhinoceros-horns,2018-03-23T00:00:00-04:00
121,20,Pennsylvania Man Charged With Illegally Exporting  Firearm Parts to Iraq,/opa/pr/pennsylvania-man-charged-illegally-exporting-firearm-parts-iraq,2018-03-23T00:00:00-04:00
122,21, Alere to Pay U.S. $33.2 Million to Settle False Claims Act Allegations Relating to Unreliable Diagnostic Testing Devices,/opa/pr/alere-pay-us-332-million-settle-false-claims-act-allegations-relating-unreliable-diagnostic,2018-03-23T00:00:00-04:00
123,22,International Competition Network Adopts Guiding Principles for Procedural Fairness and New Recommendations for Merger Review,/opa/pr/international-competition-network-adopts-guiding-principles-procedural-fairness-and-new,2018-03-23T00:00:00-04:00
124,23,Department Of Justice Announces Second Annual Attorney Generals Award for Distinguished Service in Policing,/opa/pr/department-justice-announces-second-annual-attorney-general-s-award-distinguished-service,2018-03-23T00:00:00-04:00
125,24, Nine Iranians Charged With Conducting Massive Cyber Theft Campaign on Behalf of the Islamic Revolutionary Guard Corps,/opa/pr/nine-iranians-charged-conducting-massive-cyber-theft-campaign-behalf-islamic-revolutionary,2018-03-23T00:00:00-04:00
126,25,Three Nine Trey Gangsters Convicted of 2015 Violent Crime Spree in Virginia ,/opa/pr/three-nine-trey-gangsters-convicted-2015-violent-crime-spree-virginia,2018-03-22T00:00:00-04:00
127,26,Regional Enforcer of Gangster Disciples Sentenced to 30 Years in Prison for Racketeering,/opa/pr/regional-enforcer-gangster-disciples-sentenced-30-years-prison-racketeering,2018-03-22T00:00:00-04:00
128,27,Justice Department Seeks to Shut Down Indianapolis Tax Preparer,/opa/pr/justice-department-seeks-shut-down-indianapolis-tax-preparer,2018-03-22T00:00:00-04:00
129,28,Justice Department Reaches Settlement with Union Parish Detention Center to Resolve ADA Violations,/opa/pr/justice-department-reaches-settlement-union-parish-detention-center-resolve-ada-violations,2018-03-22T00:00:00-04:00
130,29,Man Convicted of Hate Crime for Using a Stun Device During a Racially-Motivated Assault of His Neighbor,/opa/pr/man-convicted-hate-crime-using-stun-device-during-racially-motivated-assault-his-neighbor,2018-03-22T00:00:00-04:00
131,30,Real Estate Investor Sentenced to 30 Months in Prison for Rigging Bids at Northern California Public Foreclosure Auctions,/opa/pr/real-estate-investor-sentenced-30-months-prison-rigging-bids-northern-california-public,2018-03-21T00:00:00-04:00
132,31,Canadian Man Charged by Superseding Indictment for Committing an Act of Terrorism Transcending National Boundaries,/opa/pr/canadian-man-charged-superseding-indictment-committing-act-terrorism-transcending-national,2018-03-21T00:00:00-04:00
133,32,Ohio Man Indicted for Hate Crime Assault ,/opa/pr/ohio-man-indicted-hate-crime-assault,2018-03-21T00:00:00-04:00
134,33,Justice Department Files Sexual Harassment Lawsuit Against Owners of Cincinnati Rental Properties,/opa/pr/justice-department-files-sexual-harassment-lawsuit-against-owners-cincinnati-rental,2018-03-21T00:00:00-04:00
135,34,Attorney General Sessions Issues Memo to U.S. Attorneys on the Use of Capital Punishment in Drug-Related Prosecutions,/opa/pr/attorney-general-sessions-issues-memo-us-attorneys-use-capital-punishment-drug-related,2018-03-21T00:00:00-04:00
136,35,Florida Man Pleads Guilty to Conspiracy to Illegally Export Defense Articles to Russia,/opa/pr/florida-man-pleads-guilty-conspiracy-illegally-export-defense-articles-russia,2018-03-20T00:00:00-04:00
