2053,Elder Justice; False Claims Act; Health Care Fraud; ,Civil Division; ,16-1239; 
2054,Indian Country Law and Justice; ,Office of Public Affairs; ,16-1238; 
2055,Cyber Crime; ,"USAO - California, Northern; ",None
2056,Civil Rights; Human Trafficking; ,"Civil Rights Division; Civil Rights - Criminal Section; USAO - Wisconsin, Western; ",16-1237; 
2057,Environment; ,"USAO - Washington, Western; ",None
2058,Financial Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - California, Central; ",16-1236; 
2059,Financial Fraud; ,Criminal Division; Criminal - Criminal Fraud Section; ,16-1234; 
2060,Tax; ,Tax Division; ,16-1232; 
2061,Tax; ,Tax Division; ,16-1233; 
2062,Counterterrorism; National Security; ,"National Security Division (NSD); USAO - Wisconsin, Western; ",16-1231; 
2063,Antitrust; ,Antitrust Division; ,16-1230; 
2064,Public Corruption; ,"Criminal Division; USAO - Ohio, Southern; ",16-1228; 
2065,Civil Rights; ,Civil Rights Division; Civil Rights - Employment Litigation Section; ,16-1229; 
2066,National Security; ,"National Security Division (NSD); USAO - California, Central; ",16-1226; 
2067,Tax; ,Tax Division; ,16-1227; 
2068,Tax; ,Tax Division; ,16-1225; 
2069,None,Criminal Division; ,16-1223; 
2070,Civil Rights; ,Civil Rights Division; Civil Rights - Federal Coordination and Compliance Section; ,16-1224; 
2071,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Louisiana, Eastern; ",16-1222; 
2072,Tax; ,Tax Division; ,16-1221; 
2073,None,Criminal Division; Criminal - Criminal Fraud Section; ,16-1219; 
2074,Tax; ,Tax Division; ,16-1220; 
2075,Civil Rights; ,"Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - New York, Eastern; ",16-1218; 
2076,Civil Rights; ,"Civil Rights Division; Civil Rights - Criminal Section; USAO - Missouri, Western; ",16-1217; 
2077,Tax; ,Tax Division; ,16-1216; 
2078,Project Safe Childhood; ,"Criminal Division; Criminal - Child Exploitation and Obscenity Section; USAO - Illinois, Central; ",16-1215; 
2079,Counterterrorism; National Security; ,"National Security Division (NSD); USAO - Texas, Southern; ",None
2080,Counterintelligence and Export Control; National Security; ,National Security Division (NSD); USAO - Maryland; ,16-1213; 
2081,Consumer Protection; ,Civil Division; ,16-1211; 
2082,Public Corruption; ,Criminal Division; ,16-1209; 
2083,Civil Rights; ,"Civil Rights Division; Civil Rights - Criminal Section; USAO - West Virginia, Northern; ",16-1212; 
2084,Civil Rights; ,"Civil Rights Division; Civil Rights - Criminal Section; USAO - Kentucky, Western; ",16-1210; 
2085,Civil Rights; ,Civil Rights Division; Civil Rights - Educational Opportunities Section; USAO - New Mexico; ,16-1208; 
2086,Counterterrorism; National Security; ,National Security Division (NSD); USAO - Maryland; ,16-1207; 
2087,Counterterrorism; National Security; ,"National Security Division (NSD); USAO - Virginia, Eastern; ",16-1206; 
2088,Civil Rights; ,Civil Rights Division; Civil Rights - Immigrant and Employee Rights Section; ,16-1205; 
2089,Civil Rights; ,"Civil Rights Division; Civil Rights - Disability Rights Section; USAO - Ohio, Southern; ",16-1204; 
2090,False Claims Act; Health Care Fraud; ,Civil Division; ,16-1203; 
2091,Public Corruption; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - California, Southern; ",16-1202; 
2092,Civil Rights; ,Civil Rights Division; Civil Rights - Criminal Section; ,16-1200; 
2093,Counterterrorism; National Security; ,National Security Division (NSD); ,16-1201; 
2094,Antitrust; ,Antitrust Division; ,16-1197; 
2095,Counterterrorism; National Security; ,"National Security Division (NSD); USAO - Wisconsin, Eastern; ",16-1199; 
2096,Antitrust; ,Antitrust Division; ,16-1195; 
2097,Identity Theft; Tax; ,Tax Division; ,16-1196; 
2098,Public Corruption; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - California, Southern; ",16-1194; 
2099,None,Office of the Attorney General; ,16-1193; 
2100,Environment; ,Environment and Natural Resources Division; ,16-1192; 
2101,None,Criminal Division; USAO - District of Columbia; ,16-1191; 
2102,Civil Rights; ,Civil Rights Division; ,16-1187; 
2103,Environment; ,Environment and Natural Resources Division; ,16-1190; 
2104,Tax; ,Tax Division; ,16-1189; 
2105,Tax; ,Tax Division; ,16-1188; 
2106,Civil Rights; ,Civil Rights Division; Civil Rights - Special Litigation Section; ,16-1186; 
2107,None,Office of Public Affairs; ,16-1184; 
2108,None,Office of the Attorney General; ,16-1183; 
2109,None,Office of the Attorney General; ,16-1182; 
2110,Tax; ,Tax Division; ,16-1181; 
2111,None,Office on Violence Against Women; ,16-1180; 
2112,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Florida, Middle; ",16-1179; 
2113,"Securities, Commodities, & Investment Fraud; Tax; ",Tax Division; ,16-1178; 
2114,None,Office of the Deputy Attorney General; ,16-1177; 
2115,None,Office of the Attorney General; ,16-1175; 
2116,Environment; Wildlife; ,Environment and Natural Resources Division; ,16-1176; 
2117,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - California, Central; ",16-1171; 
2118,Counterintelligence and Export Control; ,National Security Division (NSD); ,16-1172; 
2119,None,Office of the Attorney General; ,16-1173 ; 
2120,Grants; ,Community Oriented Policing Services (COPS); Office of the Attorney General; ,16-1174; 
2121,Grants; ,Office for Victims of Crime (OJP); Office of the Attorney General; ,16-1170; 
2122,None,"USAO - Tennessee, Middle; ",None
2123,Civil Rights; ,"Civil Rights Division; Civil Rights - Special Litigation Section; USAO - Alabama, Middle; USAO - Alabama, Northern; USAO - Alabama, Southern; ",16-1169; 
2124,Environment; ,Environment and Natural Resources Division; ,16-1168; 
2125,Antitrust; ,Antitrust Division; ,16-1165; 
2126,Counterintelligence and Export Control; National Security; ,"National Security Division (NSD); USAO - Iowa, Southern; ",16-1166; 
2127,Public Corruption; ,Criminal Division; USAO - Maryland; ,16-1163; 
2128,Tax; ,Tax Division; ,16-1164; 
2129,Grants; ,Office for Victims of Crime (OJP); Office of the Attorney General; Office on Violence Against Women; ,16-1162; 
2130,Counterintelligence and Export Control; National Security; ,National Security Division (NSD); USAO - Maryland; ,16-1161; 
2131,Tax; ,Tax Division; ,16-1160; 
2132,Project Safe Childhood; ,Criminal Division; Criminal - Child Exploitation and Obscenity Section; USAO - Delaware; ,16-1158; 
2133,Tax; ,Tax Division; ,16-1155; 
2134,Civil Rights; Hate Crimes; ,"Civil Rights Division; Civil Rights - Criminal Section; USAO - Iowa, Northern; ",16-1157; 
2135,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Louisiana, Eastern; ",16-1156; 
2136,Tax; ,Tax Division; ,16-1159; 
2137,Human Trafficking; ,Civil Rights Division; USAO - Minnesota; ,16-1154; 
2138,None,Civil Rights Division; ,16-1153; 
2139,Civil Rights; ,"Civil Rights Division; Civil Rights - Criminal Section; USAO - Oklahoma, Western; ",16-1151; 
2140,Environment; ,Environment and Natural Resources Division; ,16-1150; 
2141,Tax; ,Tax Division; ,16-1149; 
2142,False Claims Act; Mortgage Fraud; ,Civil Division; ,16-1147; 
2143,Counterterrorism; National Security; ,National Security Division (NSD); USAO - Maryland; ,16-1146; 
2144,None,Civil Division; ,16-1145; 
2145,False Claims Act; Health Care Fraud; ,"Civil Division; Criminal Division; Criminal - Criminal Fraud Section; USAO - Georgia, Middle; USAO - Georgia, Southern; ",16-1144; 
2146,Grants; ,Office of the Attorney General; ,16-1143; 
2147,None,Office of the Attorney General; ,16-1142; 
2148,Violent Crime; ,Criminal Division; USAO - Maryland; ,16-1140; 
2149,Civil Rights; ,"Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - Louisiana, Western; ",16-1139; 
2150,Civil Rights; ,Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; ,16-1138; 
2151,Civil Rights; ,Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - Montana; ,16-1137; 
2152,Financial Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Florida, Southern; USAO - Puerto Rico; ",16-1136; 
2153,Environment; ,Environment and Natural Resources Division; ,16-1135; 
2154,None,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Florida, Middle; ",16-1134; 
2155,Grants; ,Office on Violence Against Women; ,16-1133; 
2156,Grants; Human Trafficking; ,Office of the Attorney General; ,16-1124; 
2157,Drug Trafficking; ,"Criminal Division; USAO - Texas, Western; ",16-1131; 
2158,Foreign Corruption; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - New York, Eastern; ",16-1130; 
2159,Civil Rights; Servicemembers Initiative; ,"Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; Office of the Associate Attorney General; USAO - California, Central; ",16-1127; 
2160,Civil Rights; ,"Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - Michigan, Eastern; ",16-1129; 
2161,False Claims Act; ,Civil Division; ,16-1128; 
2162,Environment; ,Environment and Natural Resources Division; ,16-1126; 
2163,Grants; ,Office on Violence Against Women; ,16-1125; 
2164,Antitrust; ,Antitrust Division; ,16-1122; 
2165,Tax; ,Tax Division; ,16-1123; 
2166,Civil Rights; ,"Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - Texas, Southern; ",16-1121; 
2167,Civil Rights; ,"Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - Texas, Southern; ",16-1120; 
2168,Environment; ,Environment and Natural Resources Division; ,16-1119; 
2169,Civil Rights; ,"Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - Pennsylvania, Western; ",16-1118; 
2170,Tax; ,Tax Division; ,16-1117; 
2171,Counterintelligence and Export Control; Financial Fraud; National Security; ,"National Security Division (NSD); USAO - Virginia, Eastern; ",16-1116; 
2172,Wildlife; ,Environment and Natural Resources Division; ,16-1115; 
2173,Consumer Protection; Elder Justice; ,Civil Division; ,16-1114; 
2174,False Claims Act; Health Care Fraud; ,Civil Division; ,16-1113; 
2175,Office and Personnel Updates; ,National Security Division (NSD); Office of the Attorney General; ,16-1107; 
2176,Consumer Protection; Elder Justice; ,Civil Division; ,16-1112; 
2177,False Claims Act; Health Care Fraud; ,Civil Division; ,16-1111; 
2178,Public Corruption; ,"Criminal Division; USAO - Michigan, Eastern; ",16-1109; 
2179,Environment; ,Environment and Natural Resources Division; ,16-1108; 
2180,None,"Criminal Division; USAO - Michigan, Eastern; ",16-1104; 
2181,Environment; ,Environment and Natural Resources Division; ,16-1103; 
2182,Counterterrorism; Financial Fraud; National Security; ,"National Security Division (NSD); USAO - California, Central; ",16-1106; 
2183,Civil Rights; ,Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - Utah; ,16-1102; 
2184,Counterintelligence and Export Control; National Security; ,"National Security Division (NSD); USAO - Florida, Middle; ",16-1101; 
2185,Grants; Indian Country Law and Justice; ,Office of the Attorney General; Office on Violence Against Women; ,16-1098; 
2186,Environment; Wildlife; ,Environment and Natural Resources Division; ,16-1100; 
2187,Tax; ,Tax Division; ,16-1099; 
2188,Asset Forfeiture; Counterintelligence and Export Control; National Security; ,Criminal Division; Federal Bureau of Investigation (FBI); National Security Division (NSD); USAO - New Jersey; ,16-1097; 
2189,Indian Country Law and Justice; ,Office of the Attorney General; ,16-1096; 
2190,Grants; ,Office of Justice Programs (OJP); ,16-1095; 
2191,Grants; ,Office of Justice Programs (OJP); ,16-1094; 
2192,Grants; ,Office of Justice Programs (OJP); ,16-1093; 
2193,Grants; ,Office of the Attorney General; ,16-1092; 
2194,Grants; ,Office of the Attorney General; ,16-1091; 
2195,Opioids; Prescription Drugs; Drug Trafficking; ,Office of the Attorney General; ,16-1090; 
2196,Firearms Offenses; Tax; ,Tax Division; ,16-1089; 
2197,Opioids; Prescription Drugs; Grants; ,Office of Justice Programs (OJP); ,None
2198,None,Civil Division; ,16-1087; 
2199,None,Office of Public Affairs; ,16-1086; 
2200,Counterterrorism; Cyber Crime; National Security; ,"National Security Division (NSD); USAO - Virginia, Eastern; ",16-1085; 
2201,Opioids; Prescription Drugs; Health Care Fraud; ,"USAO - Alabama, Northern; ",None
2202,Health Care Fraud; Tax; ,Criminal Division; Criminal - Criminal Fraud Section; ,16-1083; 
2203,Environment; ,Environment and Natural Resources Division; ,16-1082; 
2204,Consumer Protection; Elder Justice; ,Civil Division; ,16-1080; 
2205,Identity Theft; Tax; ,Tax Division; ,16-1078; 
2206,Environment; National Security; ,Environment and Natural Resources Division; National Security Division (NSD); ,16-1077; 
2207,Identity Theft; Tax; ,Tax Division; ,16-1076; 
2208,Consumer Protection; ,Civil Division; ,16-1075; 
2209,Antitrust; ,Antitrust Division; ,16-1073; 
2210,Tax; ,Tax Division; ,16-1074; 
2211,Environment; ,Environment and Natural Resources Division; ,16-1072; 
2212,Civil Rights; ,Civil Rights Division; Civil Rights - Educational Opportunities Section; ,10-1071; 
2213,Counterterrorism; National Security; ,"National Security Division (NSD); USAO - New Jersey; USAO - New York, Southern; ",16-1069; 
2214,Access to Justice; Civil Rights; ,"Civil Rights Division; Civil Rights - Federal Coordination and Compliance Section; USAO - California, Central; ",16-1067; 
2215,Tax; ,USAO - District of Columbia; ,None
2216,Grants; Servicemembers Initiative; ,Office of the Associate Attorney General; ,16-1064; 
2217,Tax; ,Tax Division; ,16-1065; 
2218,Opioids; Grants; ,Office of the Deputy Attorney General; ,16-1062; 
2219,Tax; ,Tax Division; ,16-1061; 
2220,Environment; Wildlife; ,Environment and Natural Resources Division; ,16-1060; 
2221,Civil Rights; ,Civil Rights Division; Civil Rights - Disability Rights Section; ,16-1059; 
2222,Elder Justice; False Claims Act; Health Care Fraud; ,Civil Division; ,16-1058; 
2223,Project Safe Childhood; ,"Criminal Division; Criminal - Child Exploitation and Obscenity Section; USAO - North Carolina, Western; ",16-1056; 
2224,None,"USAO - Tennessee, Middle; ",None
2225,Opioids; ,Office of the Attorney General; ,16-1055; 
2226,Identity Theft; Tax; ,Tax Division; ,16-1053; 
2227,Asset Forfeiture; Wildlife; ,USAO - New Jersey; ,None
2228,Public Corruption; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - California, Southern; ",16-1049; 
2229,Tax; ,Tax Division; ,16-1051; 
2230,Antitrust; ,Antitrust Division; ,16-1050; 
2231,Identity Theft; ,Criminal Division; USAO - Puerto Rico; ,16-1048; 
2232,Tax; ,Tax Division; ,16-1047; 
2233,Grants; Project Safe Neighborhoods; ,Office of Justice Programs (OJP); Office of the Attorney General; ,16-1046; 
2234,Violent Crime; ,Criminal Division; USAO - Maryland; ,16-1045; 
2235,Antitrust; ,Antitrust Division; ,16-1043; 
2236,Project Safe Childhood; ,Criminal Division; Criminal - Child Exploitation and Obscenity Section; USAO - Colorado; ,16-1042; 
2237,False Claims Act; ,Civil Division; ,16-1040; 
2238,Grants; ,Office of Justice Programs (OJP); Office of the Attorney General; ,16-1039; 
2239,Grants; ,Office of Justice Programs (OJP); Office of the Attorney General; ,16-1038; 
2240,Human Smuggling; Violent Crime; ,"Criminal Division; USAO - Texas, Southern; ",16-1037; 
2241,None,Office of the Deputy Attorney General; ,16-1036; 
2242,Intellectual Property; ,Criminal Division; USAO - Nevada; ,16-1031; 
2243,Civil Rights; ,Civil Rights Division; Civil Rights - Educational Opportunities Section; ,16-1033; 
2244,None,Office of Public Affairs; ,16-1034; 
2245,Environment; ,Environment and Natural Resources Division; ,16-1032; 
2246,None,"Criminal Division; Criminal - Criminal Fraud Section; Environment and Natural Resources Division; USAO - Michigan, Eastern; ",16-1030; 
2247,Identity Theft; Tax; ,Tax Division; ,16-1029; 
2248,Drug Trafficking; Firearms Offenses; Violent Crime; ,"Criminal Division; USAO - Florida, Middle; ",16-1028; 
2249,Tax; ,Tax Division; ,16-1027; 
2250,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Florida, Middle; ",16-1026; 
2251,None,"Criminal Division; USAO - Virginia, Eastern; ",16-1025; 
2252,None,Office of the Attorney General; ,16-1021; 
2253,Consumer Protection; ,Civil Division; ,16-1022; 
2254,None,Office of the Attorney General; ,16-1024; 
2255,Violent Crime; ,Criminal Division; USAO - Maryland; ,16-1023; 
2256,Cyber Crime; ,"Criminal Division; USAO - Mississippi, Southern; ",16-1020; 
2257,Civil Rights; ,Civil Rights Division; Civil Rights - Educational Opportunities Section; ,16-1019; 
2258,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Louisiana, Eastern; ",16-1018; 
2259,False Claims Act; Health Care Fraud; ,Civil Division; ,16-1011; 
2260,Civil Rights; ,"Civil Rights Division; Civil Rights - Disability Rights Section; USAO - California, Northern; ",16-1017; 
2261,Civil Rights; ,Civil Rights Division; Civil Rights - Criminal Section; USAO - Puerto Rico; ,16-1016; 
2262,None,Environment and Natural Resources Division; ,16-1016; 
2263,Civil Rights; Servicemembers Initiative; ,Civil Rights Division; Civil Rights - Employment Litigation Section; Office of the Associate Attorney General; USAO - South Dakota; ,16-1012; 
2264,Elder Justice; False Claims Act; Health Care Fraud; ,Civil Division; ,16-1014; 
2265,Environment; ,Environment and Natural Resources Division; ,16-1013; 
2266,Civil Rights; Immigration; ,Civil Rights Division; Civil Rights - Immigrant and Employee Rights Section; ,16-1010; 
2267,Firearms Offenses; ,"Civil Rights - Criminal Section; USAO - California, Central; ",16-1009; 
2268,None,USAO - District of Columbia; ,None
2269,None,USAO - Minnesota; ,None
2270,Civil Rights; Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; USAO - North Dakota; ,16-1008; 
2271,Tax; ,Tax Division; ,16-1007; 
2272,Tax; ,Tax Division; ,16-1006; 
2273,Antitrust; ,Antitrust Division; ,16-1005; 
2274,Project Safe Childhood; ,"Criminal Division; Criminal - Child Exploitation and Obscenity Section; USAO - Illinois, Central; ",16-1004; 
2275,Environment; ,Environment and Natural Resources Division; ,16-1003; 
2276,Antitrust; ,Antitrust Division; ,16-1002; 
2277,Counterintelligence and Export Control; ,National Security Division (NSD); USAO - Arizona; ,16-1001; 
2278,Civil Rights; Immigration; ,Civil Rights Division; Civil Rights - Immigrant and Employee Rights Section; ,16-1000; 
2279,Cyber Crime; ,"Criminal Division; USAO - Virginia, Eastern; ",16-999; 
2280,Tax; ,Tax Division; ,16-998; 
2281,Antitrust; ,Antitrust Division; ,16-994; 
2282,Tax; ,Tax Division; ,16-997; 
2283,Civil Rights; Human Trafficking; ,"Civil Rights Division; Civil Rights - Criminal Section; USAO - Florida, Southern; ",16-996; 
2284,Civil Rights; ,Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; ,16-995; 
2285,None,Office of the Deputy Attorney General; ,16-990; 
2286,None,Office of the Deputy Attorney General; ,16-991; 
2287,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Florida, Southern; ",16-992; 
2288,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Florida, Southern; ",16-989; 
2289,Civil Rights; ,"Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; USAO - Michigan, Eastern; USAO - Michigan, Western; ",16-988; 
2290,Immigration; ,"Criminal Division; USAO - Georgia, Northern; ",16-987; 
2291,Public Corruption; ,Criminal Division; Office of the Inspector General; ,16-986; 
2292,None,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Florida, Southern; ",16-985; 
2293,Bankruptcy; Financial Fraud; ,Criminal Division; Criminal - Criminal Fraud Section; USAO - Arizona; ,16-983; 
2294,Drug Trafficking; Violent Crime; ,Criminal Division; USAO - New Jersey; ,16-984; 
2295,Antitrust; ,Antitrust Division; ,16-982; 
2296,Tax; ,Tax Division; ,16-981; 
2297,"Securities, Commodities, & Investment Fraud; ","Criminal Division; Criminal - Criminal Fraud Section; USAO - North Carolina, Western; ",16-980; 
2298,Cyber Crime; ,Criminal Division; USAO - New Hampshire; ,16-979; 
2299,Cyber Crime; ,"Criminal Division; USAO - Washington, Western; ",16-978; 
2300,Community Outreach; Immigration; ,Civil Rights Division; Civil Rights - Immigrant and Employee Rights Section; ,16-977; 
2301,Community Outreach; ,Community Relations Service; ,16-976; 
2302,Counterterrorism; ,National Security Division (NSD); USAO - Minnesota; ,16-975; 
2303,Tax; ,Tax Division; ,16-974; 
2304,Counterterrorism; ,"National Security Division (NSD); USAO - Mississippi, Northern; ",16-973; 
2305,Public Corruption; ,Criminal Division; USAO - Virgin Islands; ,16-972; 
2306,Antitrust; ,Antitrust Division; ,16-971; 
2307,Tax; ,Tax Division; ,16-970; 
2308,Civil Rights; ,"Civil Rights Division; Civil Rights - Educational Opportunities Section; USAO - Georgia, Northern; ",16-968; 
2309,Civil Rights; StopFraud; ,Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; ,16-969; 
2310,None,"Criminal Division; USAO - North Carolina, Western; ",16-967; 
2311,Project Safe Childhood; ,"Criminal Division; Criminal - Child Exploitation and Obscenity Section; USAO - Virginia, Eastern; ",16-966; 
2312,Antitrust; ,Antitrust Division; ,16-965; 
2313,Office and Personnel Updates; ,Office of the Attorney General; ,16-964; 
2314,Tax; ,Tax Division; ,16-963; 
2315,Tax; ,Tax Division; ,16-962; 
2316,Counterintelligence and Export Control; ,"National Security Division (NSD); USAO - Florida, Southern; ",16-961; 
2317,Tax; ,Tax Division; ,16-960; 
2318,Antitrust; ,Antitrust Division; ,16-959; 
2319,Tax; ,Tax Division; ,16-958; 
2320,Environment; ,Environment and Natural Resources Division; ,16-957; 
2321,Tax; ,Tax Division; ,16-956; 
2322,Financial Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - California, Central; ",16-955; 
2323,Antitrust; ,Antitrust Division; ,16-954; 
2324,Tax; ,Tax Division; ,16-953; 
2325,None,USAO - New Mexico; ,None
2326,Civil Rights; ,Civil Rights Division; Civil Rights - Federal Coordination and Compliance Section; ,16-952; 
2327,None,Office of the Attorney General; ,16-951; 
2328,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Florida, Southern; ",16-950; 
2329,None,Office of the Attorney General; ,16-947; 
2330,Civil Rights; Servicemembers Initiative; ,"Civil Rights Division; Civil Rights - Employment Litigation Section; USAO - Illinois, Northern; ",16-949; 
2331,Civil Rights; Immigration; ,Civil Rights Division; Civil Rights - Immigrant and Employee Rights Section; ,16-948; 
2332,Identity Theft; Tax; ,Tax Division; ,16-946; 
2333,Environment; ,Environment and Natural Resources Division; ,16-945; 
2334,Antitrust; Intellectual Property; ,Antitrust Division; ,16-944; 
2335,Antitrust; ,Antitrust Division; ,16-943; 
2336,"Financial Fraud; Securities, Commodities, & Investment Fraud; ","Criminal Division; Criminal - Criminal Fraud Section; USAO - Texas, Northern; ",16-942; 
2337,Health Care Fraud; ,"Criminal Division; Criminal - Criminal Fraud Section; USAO - Louisiana, Eastern; ",16-941; 
2338,Counterterrorism; ,"National Security Division (NSD); USAO - New York, Western; ",16-940; 
2339,Project Safe Childhood; ,Criminal Division; Criminal - Child Exploitation and Obscenity Section; USAO - Delaware; ,16-938; 
2340,Tax; ,Tax Division; ,16-939; 
2341,Counterterrorism; ,"National Security Division (NSD); USAO - Mississippi, Southern; ",16-937; 
2342,Civil Rights; ,"Civil Rights Division; Civil Rights - Special Litigation Section; USAO - Mississippi, Southern; ",16-936; 
2343,Antitrust; ,Antitrust Division; ,16-935; 
2344,Civil Rights; ,Civil Rights Division; Civil Rights - Employment Litigation Section; USAO - New Mexico; ,16-934; 
2345,Civil Rights; ,Civil Rights Division; ,16-933; 
2346,Civil Rights; Servicemembers Initiative; ,Civil Rights Division; Civil Rights - Housing and Civil Enforcement Section; ,16-932; 
2347,Antitrust; ,Antitrust Division; ,16-929; 
2348,Identity Theft; ,Criminal Division; USAO - Puerto Rico; ,16-931; 
2349,Civil Rights; ,Civil Rights Division; ,16-930; 
2350,False Claims Act; ,Civil Division; ,16-928; 
2351,Civil Rights; ,Civil Rights Division; ,16-927; 
